,period,timedelta,dst,labels
5748,test_a,239 days 12:00:00,-25,low
5749,test_a,239 days 13:00:00,-25,low
5750,test_a,239 days 14:00:00,-24,low
5751,test_a,239 days 15:00:00,-25,low
5752,test_a,239 days 16:00:00,-24,low
5753,test_a,239 days 17:00:00,-23,low
5754,test_a,239 days 18:00:00,-24,low
5755,test_a,239 days 19:00:00,-19,low
5756,test_a,239 days 20:00:00,-19,low
5757,test_a,239 days 21:00:00,-19,low
5758,test_a,239 days 22:00:00,-15,low
5759,test_a,239 days 23:00:00,-12,low
5760,test_a,240 days 00:00:00,-11,low
5761,test_a,240 days 01:00:00,-13,low
5762,test_a,240 days 02:00:00,-18,low
5763,test_a,240 days 03:00:00,-24,low
5764,test_a,240 days 04:00:00,-29,low
5765,test_a,240 days 05:00:00,-28,low
5766,test_a,240 days 06:00:00,-25,low
5767,test_a,240 days 07:00:00,-25,low
5768,test_a,240 days 08:00:00,-24,low
5769,test_a,240 days 09:00:00,-24,low
5770,test_a,240 days 10:00:00,-23,low
5771,test_a,240 days 11:00:00,-19,low
5772,test_a,240 days 12:00:00,-19,low
5773,test_a,240 days 13:00:00,-17,low
5774,test_a,240 days 14:00:00,-19,low
5775,test_a,240 days 15:00:00,-16,low
5776,test_a,240 days 16:00:00,-13,low
5777,test_a,240 days 17:00:00,-13,low
5778,test_a,240 days 18:00:00,-13,low
5779,test_a,240 days 19:00:00,-9,low
5780,test_a,240 days 20:00:00,-8,low
5781,test_a,240 days 21:00:00,-9,low
5782,test_a,240 days 22:00:00,-6,low
5783,test_a,240 days 23:00:00,-7,low
5784,test_a,241 days 00:00:00,-10,low
5785,test_a,241 days 01:00:00,-11,low
5786,test_a,241 days 02:00:00,-12,low
5787,test_a,241 days 03:00:00,-13,low
5788,test_a,241 days 04:00:00,-11,low
5789,test_a,241 days 05:00:00,-8,low
5790,test_a,241 days 06:00:00,-9,low
5791,test_a,241 days 07:00:00,-11,low
5792,test_a,241 days 08:00:00,-12,low
5793,test_a,241 days 09:00:00,-12,low
5794,test_a,241 days 10:00:00,-9,low
5795,test_a,241 days 11:00:00,-10,low
5796,test_a,241 days 12:00:00,-5,low
5797,test_a,241 days 13:00:00,0,low
5798,test_a,241 days 14:00:00,-2,low
5799,test_a,241 days 15:00:00,-4,low
5800,test_a,241 days 16:00:00,-8,low
5801,test_a,241 days 17:00:00,-11,low
5802,test_a,241 days 18:00:00,-11,low
5803,test_a,241 days 19:00:00,-12,low
5804,test_a,241 days 20:00:00,-9,low
5805,test_a,241 days 21:00:00,-5,low
5806,test_a,241 days 22:00:00,-2,low
5807,test_a,241 days 23:00:00,-1,low
5808,test_a,242 days 00:00:00,-3,low
5809,test_a,242 days 01:00:00,-7,low
5810,test_a,242 days 02:00:00,-11,low
5811,test_a,242 days 03:00:00,-12,low
5812,test_a,242 days 04:00:00,-12,low
5813,test_a,242 days 05:00:00,-9,low
5814,test_a,242 days 06:00:00,-9,low
5815,test_a,242 days 07:00:00,-11,low
5816,test_a,242 days 08:00:00,-13,low
5817,test_a,242 days 09:00:00,-20,low
5818,test_a,242 days 10:00:00,-22,low
5819,test_a,242 days 11:00:00,-15,low
5820,test_a,242 days 12:00:00,-12,low
5821,test_a,242 days 13:00:00,-10,low
5822,test_a,242 days 14:00:00,-10,low
5823,test_a,242 days 15:00:00,-9,low
5824,test_a,242 days 16:00:00,-4,low
5825,test_a,242 days 17:00:00,-2,low
5826,test_a,242 days 18:00:00,-2,low
5827,test_a,242 days 19:00:00,-3,low
5828,test_a,242 days 20:00:00,-3,low
5829,test_a,242 days 21:00:00,-2,low
5830,test_a,242 days 22:00:00,-2,low
5831,test_a,242 days 23:00:00,-1,low
5832,test_a,243 days 00:00:00,-2,low
5833,test_a,243 days 01:00:00,-6,low
5834,test_a,243 days 02:00:00,-7,low
5835,test_a,243 days 03:00:00,-5,low
5836,test_a,243 days 04:00:00,-2,low
5837,test_a,243 days 05:00:00,2,low
5838,test_a,243 days 06:00:00,3,low
5839,test_a,243 days 07:00:00,0,low
5840,test_a,243 days 08:00:00,-1,low
5841,test_a,243 days 09:00:00,-2,low
5842,test_a,243 days 10:00:00,-3,low
5843,test_a,243 days 11:00:00,-1,low
5844,test_a,243 days 12:00:00,2,low
5845,test_a,243 days 13:00:00,4,low
5846,test_a,243 days 14:00:00,2,low
5847,test_a,243 days 15:00:00,2,low
5848,test_a,243 days 16:00:00,2,low
5849,test_a,243 days 17:00:00,2,low
5850,test_a,243 days 18:00:00,0,low
5851,test_a,243 days 19:00:00,-3,low
5852,test_a,243 days 20:00:00,-4,low
5853,test_a,243 days 21:00:00,-2,low
5854,test_a,243 days 22:00:00,-1,low
5855,test_a,243 days 23:00:00,-3,low
5856,test_a,244 days 00:00:00,-10,low
5857,test_a,244 days 01:00:00,-11,low
5858,test_a,244 days 02:00:00,-7,low
5859,test_a,244 days 03:00:00,-6,low
5860,test_a,244 days 04:00:00,-10,low
5861,test_a,244 days 05:00:00,-5,low
5862,test_a,244 days 06:00:00,-2,low
5863,test_a,244 days 07:00:00,-3,low
5864,test_a,244 days 08:00:00,-3,low
5865,test_a,244 days 09:00:00,-2,low
5866,test_a,244 days 10:00:00,-1,low
5867,test_a,244 days 11:00:00,1,low
5868,test_a,244 days 12:00:00,2,low
5869,test_a,244 days 13:00:00,-1,low
5870,test_a,244 days 14:00:00,-5,low
5871,test_a,244 days 15:00:00,-6,low
5872,test_a,244 days 16:00:00,-6,low
5873,test_a,244 days 17:00:00,-4,low
5874,test_a,244 days 18:00:00,0,low
5875,test_a,244 days 19:00:00,2,low
5876,test_a,244 days 20:00:00,-3,low
5877,test_a,244 days 21:00:00,4,low
5878,test_a,244 days 22:00:00,0,low
5879,test_a,244 days 23:00:00,-8,low
5880,test_a,245 days 00:00:00,-24,low
5881,test_a,245 days 01:00:00,-27,low
5882,test_a,245 days 02:00:00,-23,low
5883,test_a,245 days 03:00:00,-21,low
5884,test_a,245 days 04:00:00,-19,low
5885,test_a,245 days 05:00:00,-20,low
5886,test_a,245 days 06:00:00,-15,low
5887,test_a,245 days 07:00:00,-10,low
5888,test_a,245 days 08:00:00,-15,low
5889,test_a,245 days 09:00:00,-16,low
5890,test_a,245 days 10:00:00,-21,low
5891,test_a,245 days 11:00:00,-25,low
5892,test_a,245 days 12:00:00,-18,low
5893,test_a,245 days 13:00:00,-18,low
5894,test_a,245 days 14:00:00,-29,low
5895,test_a,245 days 15:00:00,-33,low
5896,test_a,245 days 16:00:00,-22,low
5897,test_a,245 days 17:00:00,-18,low
5898,test_a,245 days 18:00:00,-16,low
5899,test_a,245 days 19:00:00,-14,low
5900,test_a,245 days 20:00:00,-8,low
5901,test_a,245 days 21:00:00,-7,low
5902,test_a,245 days 22:00:00,0,low
5903,test_a,245 days 23:00:00,5,low
5904,test_a,246 days 00:00:00,3,low
5905,test_a,246 days 01:00:00,-6,low
5906,test_a,246 days 02:00:00,-9,low
5907,test_a,246 days 03:00:00,-14,low
5908,test_a,246 days 04:00:00,-39,low
5909,test_a,246 days 05:00:00,-54,mid
5910,test_a,246 days 06:00:00,-55,mid
5911,test_a,246 days 07:00:00,-63,mid
5912,test_a,246 days 08:00:00,-78,mid
5913,test_a,246 days 09:00:00,-86,mid
5914,test_a,246 days 10:00:00,-84,mid
5915,test_a,246 days 11:00:00,-84,mid
5916,test_a,246 days 12:00:00,-75,mid
5917,test_a,246 days 13:00:00,-74,mid
5918,test_a,246 days 14:00:00,-69,mid
5919,test_a,246 days 15:00:00,-61,mid
5920,test_a,246 days 16:00:00,-60,mid
5921,test_a,246 days 17:00:00,-50,mid
5922,test_a,246 days 18:00:00,-41,low
5923,test_a,246 days 19:00:00,-35,low
5924,test_a,246 days 20:00:00,-27,low
5925,test_a,246 days 21:00:00,-23,low
5926,test_a,246 days 22:00:00,-27,low
5927,test_a,246 days 23:00:00,-25,low
5928,test_a,247 days 00:00:00,-27,low
5929,test_a,247 days 01:00:00,-28,low
5930,test_a,247 days 02:00:00,-25,low
5931,test_a,247 days 03:00:00,-22,low
5932,test_a,247 days 04:00:00,-26,low
5933,test_a,247 days 05:00:00,-25,low
5934,test_a,247 days 06:00:00,-24,low
5935,test_a,247 days 07:00:00,-24,low
5936,test_a,247 days 08:00:00,-25,low
5937,test_a,247 days 09:00:00,-27,low
5938,test_a,247 days 10:00:00,-27,low
5939,test_a,247 days 11:00:00,-32,low
5940,test_a,247 days 12:00:00,-30,low
5941,test_a,247 days 13:00:00,-32,low
5942,test_a,247 days 14:00:00,-26,low
5943,test_a,247 days 15:00:00,-23,low
5944,test_a,247 days 16:00:00,-23,low
5945,test_a,247 days 17:00:00,-24,low
5946,test_a,247 days 18:00:00,-24,low
5947,test_a,247 days 19:00:00,-23,low
5948,test_a,247 days 20:00:00,-22,low
5949,test_a,247 days 21:00:00,-23,low
5950,test_a,247 days 22:00:00,-24,low
5951,test_a,247 days 23:00:00,-24,low
5952,test_a,248 days 00:00:00,-27,low
5953,test_a,248 days 01:00:00,-27,low
5954,test_a,248 days 02:00:00,-24,low
5955,test_a,248 days 03:00:00,-23,low
5956,test_a,248 days 04:00:00,-25,low
5957,test_a,248 days 05:00:00,-16,low
5958,test_a,248 days 06:00:00,-7,low
5959,test_a,248 days 07:00:00,-7,low
5960,test_a,248 days 08:00:00,-11,low
5961,test_a,248 days 09:00:00,-12,low
5962,test_a,248 days 10:00:00,-13,low
5963,test_a,248 days 11:00:00,-12,low
5964,test_a,248 days 12:00:00,-15,low
5965,test_a,248 days 13:00:00,-19,low
5966,test_a,248 days 14:00:00,-21,low
5967,test_a,248 days 15:00:00,-21,low
5968,test_a,248 days 16:00:00,-16,low
5969,test_a,248 days 17:00:00,-13,low
5970,test_a,248 days 18:00:00,-22,low
5971,test_a,248 days 19:00:00,-20,low
5972,test_a,248 days 20:00:00,-13,low
5973,test_a,248 days 21:00:00,2,low
5974,test_a,248 days 22:00:00,2,low
5975,test_a,248 days 23:00:00,-7,low
5976,test_a,249 days 00:00:00,-9,low
5977,test_a,249 days 01:00:00,-14,low
5978,test_a,249 days 02:00:00,-36,low
5979,test_a,249 days 03:00:00,-35,low
5980,test_a,249 days 04:00:00,-27,low
5981,test_a,249 days 05:00:00,-25,low
5982,test_a,249 days 06:00:00,-23,low
5983,test_a,249 days 07:00:00,-20,low
5984,test_a,249 days 08:00:00,-11,low
5985,test_a,249 days 09:00:00,-2,low
5986,test_a,249 days 10:00:00,-3,low
5987,test_a,249 days 11:00:00,-12,low
5988,test_a,249 days 12:00:00,-27,low
5989,test_a,249 days 13:00:00,-31,low
5990,test_a,249 days 14:00:00,-21,low
5991,test_a,249 days 15:00:00,-19,low
5992,test_a,249 days 16:00:00,-22,low
5993,test_a,249 days 17:00:00,-19,low
5994,test_a,249 days 18:00:00,-39,low
5995,test_a,249 days 19:00:00,-54,mid
5996,test_a,249 days 20:00:00,-82,mid
5997,test_a,249 days 21:00:00,-68,mid
5998,test_a,249 days 22:00:00,-67,mid
5999,test_a,249 days 23:00:00,-68,mid
6000,test_a,250 days 00:00:00,-67,mid
6001,test_a,250 days 01:00:00,-66,mid
6002,test_a,250 days 02:00:00,-68,mid
6003,test_a,250 days 03:00:00,-73,mid
6004,test_a,250 days 04:00:00,-69,mid
6005,test_a,250 days 05:00:00,-65,mid
6006,test_a,250 days 06:00:00,-73,mid
6007,test_a,250 days 07:00:00,-70,mid
6008,test_a,250 days 08:00:00,-65,mid
6009,test_a,250 days 09:00:00,-55,mid
6010,test_a,250 days 10:00:00,-49,low
6011,test_a,250 days 11:00:00,-50,mid
6012,test_a,250 days 12:00:00,-60,mid
6013,test_a,250 days 13:00:00,-53,mid
6014,test_a,250 days 14:00:00,-55,mid
6015,test_a,250 days 15:00:00,-61,mid
6016,test_a,250 days 16:00:00,-60,mid
6017,test_a,250 days 17:00:00,-54,mid
6018,test_a,250 days 18:00:00,-50,mid
6019,test_a,250 days 19:00:00,-43,low
6020,test_a,250 days 20:00:00,-40,low
6021,test_a,250 days 21:00:00,-32,low
6022,test_a,250 days 22:00:00,-27,low
6023,test_a,250 days 23:00:00,-35,low
6024,test_a,251 days 00:00:00,-37,low
6025,test_a,251 days 01:00:00,-39,low
6026,test_a,251 days 02:00:00,-41,low
6027,test_a,251 days 03:00:00,-44,low
6028,test_a,251 days 04:00:00,-45,low
6029,test_a,251 days 05:00:00,-42,low
6030,test_a,251 days 06:00:00,-40,low
6031,test_a,251 days 07:00:00,-36,low
6032,test_a,251 days 08:00:00,-30,low
6033,test_a,251 days 09:00:00,-25,low
6034,test_a,251 days 10:00:00,-23,low
6035,test_a,251 days 11:00:00,-20,low
6036,test_a,251 days 12:00:00,-20,low
6037,test_a,251 days 13:00:00,-17,low
6038,test_a,251 days 14:00:00,-18,low
6039,test_a,251 days 15:00:00,-20,low
6040,test_a,251 days 16:00:00,-23,low
6041,test_a,251 days 17:00:00,-20,low
6042,test_a,251 days 18:00:00,-19,low
6043,test_a,251 days 19:00:00,-16,low
6044,test_a,251 days 20:00:00,-12,low
6045,test_a,251 days 21:00:00,-13,low
6046,test_a,251 days 22:00:00,-10,low
6047,test_a,251 days 23:00:00,-14,low
6048,test_a,252 days 00:00:00,-16,low
6049,test_a,252 days 01:00:00,-21,low
6050,test_a,252 days 02:00:00,-23,low
6051,test_a,252 days 03:00:00,-26,low
6052,test_a,252 days 04:00:00,-29,low
6053,test_a,252 days 05:00:00,-27,low
6054,test_a,252 days 06:00:00,-26,low
6055,test_a,252 days 07:00:00,-21,low
6056,test_a,252 days 08:00:00,-20,low
6057,test_a,252 days 09:00:00,-20,low
6058,test_a,252 days 10:00:00,-16,low
6059,test_a,252 days 11:00:00,-13,low
6060,test_a,252 days 12:00:00,-15,low
6061,test_a,252 days 13:00:00,-18,low
6062,test_a,252 days 14:00:00,-23,low
6063,test_a,252 days 15:00:00,-24,low
6064,test_a,252 days 16:00:00,-26,low
6065,test_a,252 days 17:00:00,-27,low
6066,test_a,252 days 18:00:00,-30,low
6067,test_a,252 days 19:00:00,-26,low
6068,test_a,252 days 20:00:00,-17,low
6069,test_a,252 days 21:00:00,-12,low
6070,test_a,252 days 22:00:00,-9,low
6071,test_a,252 days 23:00:00,-12,low
6072,test_a,253 days 00:00:00,-11,low
6073,test_a,253 days 01:00:00,-12,low
6074,test_a,253 days 02:00:00,-13,low
6075,test_a,253 days 03:00:00,-19,low
6076,test_a,253 days 04:00:00,-27,low
6077,test_a,253 days 05:00:00,-32,low
6078,test_a,253 days 06:00:00,-30,low
6079,test_a,253 days 07:00:00,-25,low
6080,test_a,253 days 08:00:00,-18,low
6081,test_a,253 days 09:00:00,-12,low
6082,test_a,253 days 10:00:00,-11,low
6083,test_a,253 days 11:00:00,-16,low
6084,test_a,253 days 12:00:00,-16,low
6085,test_a,253 days 13:00:00,-16,low
6086,test_a,253 days 14:00:00,-18,low
6087,test_a,253 days 15:00:00,-20,low
6088,test_a,253 days 16:00:00,-20,low
6089,test_a,253 days 17:00:00,-18,low
6090,test_a,253 days 18:00:00,-17,low
6091,test_a,253 days 19:00:00,-15,low
6092,test_a,253 days 20:00:00,-17,low
6093,test_a,253 days 21:00:00,-11,low
6094,test_a,253 days 22:00:00,-12,low
6095,test_a,253 days 23:00:00,-10,low
6096,test_a,254 days 00:00:00,-7,low
6097,test_a,254 days 01:00:00,-15,low
6098,test_a,254 days 02:00:00,-28,low
6099,test_a,254 days 03:00:00,-24,low
6100,test_a,254 days 04:00:00,-21,low
6101,test_a,254 days 05:00:00,-21,low
6102,test_a,254 days 06:00:00,-22,low
6103,test_a,254 days 07:00:00,-18,low
6104,test_a,254 days 08:00:00,-17,low
6105,test_a,254 days 09:00:00,-12,low
6106,test_a,254 days 10:00:00,-12,low
6107,test_a,254 days 11:00:00,-11,low
6108,test_a,254 days 12:00:00,-13,low
6109,test_a,254 days 13:00:00,-15,low
6110,test_a,254 days 14:00:00,-16,low
6111,test_a,254 days 15:00:00,-20,low
6112,test_a,254 days 16:00:00,-19,low
6113,test_a,254 days 17:00:00,-14,low
6114,test_a,254 days 18:00:00,-8,low
6115,test_a,254 days 19:00:00,-7,low
6116,test_a,254 days 20:00:00,-4,low
6117,test_a,254 days 21:00:00,1,low
6118,test_a,254 days 22:00:00,2,low
6119,test_a,254 days 23:00:00,-1,low
6120,test_a,255 days 00:00:00,-2,low
6121,test_a,255 days 01:00:00,-5,low
6122,test_a,255 days 02:00:00,-8,low
6123,test_a,255 days 03:00:00,-10,low
6124,test_a,255 days 04:00:00,-13,low
6125,test_a,255 days 05:00:00,-17,low
6126,test_a,255 days 06:00:00,-14,low
6127,test_a,255 days 07:00:00,-12,low
6128,test_a,255 days 08:00:00,-15,low
6129,test_a,255 days 09:00:00,-21,low
6130,test_a,255 days 10:00:00,-18,low
6131,test_a,255 days 11:00:00,-27,low
6132,test_a,255 days 12:00:00,-28,low
6133,test_a,255 days 13:00:00,-22,low
6134,test_a,255 days 14:00:00,-20,low
6135,test_a,255 days 15:00:00,-22,low
6136,test_a,255 days 16:00:00,-22,low
6137,test_a,255 days 17:00:00,-26,low
6138,test_a,255 days 18:00:00,-22,low
6139,test_a,255 days 19:00:00,-20,low
6140,test_a,255 days 20:00:00,-16,low
6141,test_a,255 days 21:00:00,-13,low
6142,test_a,255 days 22:00:00,-18,low
6143,test_a,255 days 23:00:00,-27,low
6144,test_a,256 days 00:00:00,-27,low
6145,test_a,256 days 01:00:00,-21,low
6146,test_a,256 days 02:00:00,-24,low
6147,test_a,256 days 03:00:00,-28,low
6148,test_a,256 days 04:00:00,-27,low
6149,test_a,256 days 05:00:00,-22,low
6150,test_a,256 days 06:00:00,-23,low
6151,test_a,256 days 07:00:00,-23,low
6152,test_a,256 days 08:00:00,-19,low
6153,test_a,256 days 09:00:00,-16,low
6154,test_a,256 days 10:00:00,-15,low
6155,test_a,256 days 11:00:00,-15,low
6156,test_a,256 days 12:00:00,-17,low
6157,test_a,256 days 13:00:00,-18,low
6158,test_a,256 days 14:00:00,-18,low
6159,test_a,256 days 15:00:00,-19,low
6160,test_a,256 days 16:00:00,-15,low
6161,test_a,256 days 17:00:00,-12,low
6162,test_a,256 days 18:00:00,-10,low
6163,test_a,256 days 19:00:00,-9,low
6164,test_a,256 days 20:00:00,-8,low
6165,test_a,256 days 21:00:00,-9,low
6166,test_a,256 days 22:00:00,-12,low
6167,test_a,256 days 23:00:00,-26,low
6168,test_a,257 days 00:00:00,-35,low
6169,test_a,257 days 01:00:00,-31,low
6170,test_a,257 days 02:00:00,-25,low
6171,test_a,257 days 03:00:00,-23,low
6172,test_a,257 days 04:00:00,-20,low
6173,test_a,257 days 05:00:00,-14,low
6174,test_a,257 days 06:00:00,-10,low
6175,test_a,257 days 07:00:00,-8,low
6176,test_a,257 days 08:00:00,-10,low
6177,test_a,257 days 09:00:00,-7,low
6178,test_a,257 days 10:00:00,-11,low
6179,test_a,257 days 11:00:00,-18,low
6180,test_a,257 days 12:00:00,-19,low
6181,test_a,257 days 13:00:00,-18,low
6182,test_a,257 days 14:00:00,-19,low
6183,test_a,257 days 15:00:00,-20,low
6184,test_a,257 days 16:00:00,-26,low
6185,test_a,257 days 17:00:00,-23,low
6186,test_a,257 days 18:00:00,-20,low
6187,test_a,257 days 19:00:00,-19,low
6188,test_a,257 days 20:00:00,-18,low
6189,test_a,257 days 21:00:00,-15,low
6190,test_a,257 days 22:00:00,-12,low
6191,test_a,257 days 23:00:00,-15,low
6192,test_a,258 days 00:00:00,-16,low
6193,test_a,258 days 01:00:00,-13,low
6194,test_a,258 days 02:00:00,-11,low
6195,test_a,258 days 03:00:00,-13,low
6196,test_a,258 days 04:00:00,-15,low
6197,test_a,258 days 05:00:00,-14,low
6198,test_a,258 days 06:00:00,-16,low
6199,test_a,258 days 07:00:00,-14,low
6200,test_a,258 days 08:00:00,-10,low
6201,test_a,258 days 09:00:00,-10,low
6202,test_a,258 days 10:00:00,-8,low
6203,test_a,258 days 11:00:00,-10,low
6204,test_a,258 days 12:00:00,-9,low
6205,test_a,258 days 13:00:00,-9,low
6206,test_a,258 days 14:00:00,-12,low
6207,test_a,258 days 15:00:00,-12,low
6208,test_a,258 days 16:00:00,-11,low
6209,test_a,258 days 17:00:00,-8,low
6210,test_a,258 days 18:00:00,-8,low
6211,test_a,258 days 19:00:00,-9,low
6212,test_a,258 days 20:00:00,-8,low
6213,test_a,258 days 21:00:00,-6,low
6214,test_a,258 days 22:00:00,-6,low
6215,test_a,258 days 23:00:00,-6,low
6216,test_a,259 days 00:00:00,-5,low
6217,test_a,259 days 01:00:00,-5,low
6218,test_a,259 days 02:00:00,-3,low
6219,test_a,259 days 03:00:00,-5,low
6220,test_a,259 days 04:00:00,-7,low
6221,test_a,259 days 05:00:00,-5,low
6222,test_a,259 days 06:00:00,-3,low
6223,test_a,259 days 07:00:00,-3,low
6224,test_a,259 days 08:00:00,-5,low
6225,test_a,259 days 09:00:00,-4,low
6226,test_a,259 days 10:00:00,-5,low
6227,test_a,259 days 11:00:00,-5,low
6228,test_a,259 days 12:00:00,-2,low
6229,test_a,259 days 13:00:00,-1,low
6230,test_a,259 days 14:00:00,-2,low
6231,test_a,259 days 15:00:00,3,low
6232,test_a,259 days 16:00:00,6,low
6233,test_a,259 days 17:00:00,0,low
6234,test_a,259 days 18:00:00,1,low
6235,test_a,259 days 19:00:00,0,low
6236,test_a,259 days 20:00:00,-1,low
6237,test_a,259 days 21:00:00,-6,low
6238,test_a,259 days 22:00:00,-6,low
6239,test_a,259 days 23:00:00,-10,low
6240,test_a,260 days 00:00:00,-12,low
6241,test_a,260 days 01:00:00,-15,low
6242,test_a,260 days 02:00:00,-19,low
6243,test_a,260 days 03:00:00,-20,low
6244,test_a,260 days 04:00:00,-16,low
6245,test_a,260 days 05:00:00,-12,low
6246,test_a,260 days 06:00:00,-8,low
6247,test_a,260 days 07:00:00,-8,low
6248,test_a,260 days 08:00:00,-6,low
6249,test_a,260 days 09:00:00,-2,low
6250,test_a,260 days 10:00:00,-4,low
6251,test_a,260 days 11:00:00,-3,low
6252,test_a,260 days 12:00:00,-4,low
6253,test_a,260 days 13:00:00,-2,low
6254,test_a,260 days 14:00:00,-6,low
6255,test_a,260 days 15:00:00,-10,low
6256,test_a,260 days 16:00:00,-11,low
6257,test_a,260 days 17:00:00,-13,low
6258,test_a,260 days 18:00:00,-9,low
6259,test_a,260 days 19:00:00,-6,low
6260,test_a,260 days 20:00:00,-8,low
6261,test_a,260 days 21:00:00,-7,low
6262,test_a,260 days 22:00:00,-5,low
6263,test_a,260 days 23:00:00,1,low
6264,test_a,261 days 00:00:00,7,low
6265,test_a,261 days 01:00:00,6,low
6266,test_a,261 days 02:00:00,8,low
6267,test_a,261 days 03:00:00,24,low
6268,test_a,261 days 04:00:00,15,low
6269,test_a,261 days 05:00:00,11,low
6270,test_a,261 days 06:00:00,3,low
6271,test_a,261 days 07:00:00,-11,low
6272,test_a,261 days 08:00:00,-4,low
6273,test_a,261 days 09:00:00,-1,low
6274,test_a,261 days 10:00:00,-5,low
6275,test_a,261 days 11:00:00,-9,low
6276,test_a,261 days 12:00:00,-10,low
6277,test_a,261 days 13:00:00,-14,low
6278,test_a,261 days 14:00:00,-21,low
6279,test_a,261 days 15:00:00,-20,low
6280,test_a,261 days 16:00:00,-17,low
6281,test_a,261 days 17:00:00,-17,low
6282,test_a,261 days 18:00:00,-13,low
6283,test_a,261 days 19:00:00,-11,low
6284,test_a,261 days 20:00:00,-11,low
6285,test_a,261 days 21:00:00,-11,low
6286,test_a,261 days 22:00:00,-10,low
6287,test_a,261 days 23:00:00,-10,low
6288,test_a,262 days 00:00:00,-8,low
6289,test_a,262 days 01:00:00,-5,low
6290,test_a,262 days 02:00:00,-3,low
6291,test_a,262 days 03:00:00,-6,low
6292,test_a,262 days 04:00:00,-3,low
6293,test_a,262 days 05:00:00,3,low
6294,test_a,262 days 06:00:00,3,low
6295,test_a,262 days 07:00:00,2,low
6296,test_a,262 days 08:00:00,-3,low
6297,test_a,262 days 09:00:00,2,low
6298,test_a,262 days 10:00:00,-1,low
6299,test_a,262 days 11:00:00,-2,low
6300,test_a,262 days 12:00:00,-1,low
6301,test_a,262 days 13:00:00,-7,low
6302,test_a,262 days 14:00:00,-7,low
6303,test_a,262 days 15:00:00,-15,low
6304,test_a,262 days 16:00:00,-8,low
6305,test_a,262 days 17:00:00,-9,low
6306,test_a,262 days 18:00:00,-14,low
6307,test_a,262 days 19:00:00,-15,low
6308,test_a,262 days 20:00:00,-20,low
6309,test_a,262 days 21:00:00,-23,low
6310,test_a,262 days 22:00:00,-24,low
6311,test_a,262 days 23:00:00,-22,low
6312,test_a,263 days 00:00:00,-17,low
6313,test_a,263 days 01:00:00,-14,low
6314,test_a,263 days 02:00:00,-12,low
6315,test_a,263 days 03:00:00,-23,low
6316,test_a,263 days 04:00:00,-27,low
6317,test_a,263 days 05:00:00,-26,low
6318,test_a,263 days 06:00:00,-23,low
6319,test_a,263 days 07:00:00,-21,low
6320,test_a,263 days 08:00:00,-22,low
6321,test_a,263 days 09:00:00,-18,low
6322,test_a,263 days 10:00:00,-16,low
6323,test_a,263 days 11:00:00,-14,low
6324,test_a,263 days 12:00:00,-12,low
6325,test_a,263 days 13:00:00,-11,low
6326,test_a,263 days 14:00:00,-14,low
6327,test_a,263 days 15:00:00,-17,low
6328,test_a,263 days 16:00:00,-18,low
6329,test_a,263 days 17:00:00,-17,low
6330,test_a,263 days 18:00:00,-15,low
6331,test_a,263 days 19:00:00,-14,low
6332,test_a,263 days 20:00:00,-18,low
6333,test_a,263 days 21:00:00,-14,low
6334,test_a,263 days 22:00:00,-8,low
6335,test_a,263 days 23:00:00,-12,low
6336,test_a,264 days 00:00:00,-14,low
6337,test_a,264 days 01:00:00,-9,low
6338,test_a,264 days 02:00:00,-7,low
6339,test_a,264 days 03:00:00,-8,low
6340,test_a,264 days 04:00:00,-9,low
6341,test_a,264 days 05:00:00,-7,low
6342,test_a,264 days 06:00:00,-4,low
6343,test_a,264 days 07:00:00,-10,low
6344,test_a,264 days 08:00:00,-15,low
6345,test_a,264 days 09:00:00,-12,low
6346,test_a,264 days 10:00:00,-9,low
6347,test_a,264 days 11:00:00,-7,low
6348,test_a,264 days 12:00:00,-4,low
6349,test_a,264 days 13:00:00,-4,low
6350,test_a,264 days 14:00:00,-5,low
6351,test_a,264 days 15:00:00,-3,low
6352,test_a,264 days 16:00:00,-4,low
6353,test_a,264 days 17:00:00,-3,low
6354,test_a,264 days 18:00:00,-5,low
6355,test_a,264 days 19:00:00,-5,low
6356,test_a,264 days 20:00:00,-6,low
6357,test_a,264 days 21:00:00,-2,low
6358,test_a,264 days 22:00:00,-6,low
6359,test_a,264 days 23:00:00,-3,low
6360,test_a,265 days 00:00:00,-2,low
6361,test_a,265 days 01:00:00,0,low
6362,test_a,265 days 02:00:00,0,low
6363,test_a,265 days 03:00:00,-1,low
6364,test_a,265 days 04:00:00,-2,low
6365,test_a,265 days 05:00:00,0,low
6366,test_a,265 days 06:00:00,-3,low
6367,test_a,265 days 07:00:00,-14,low
6368,test_a,265 days 08:00:00,-17,low
6369,test_a,265 days 09:00:00,-16,low
6370,test_a,265 days 10:00:00,-15,low
6371,test_a,265 days 11:00:00,-8,low
6372,test_a,265 days 12:00:00,-5,low
6373,test_a,265 days 13:00:00,-5,low
6374,test_a,265 days 14:00:00,-7,low
6375,test_a,265 days 15:00:00,-7,low
6376,test_a,265 days 16:00:00,-5,low
6377,test_a,265 days 17:00:00,-6,low
6378,test_a,265 days 18:00:00,-7,low
6379,test_a,265 days 19:00:00,-9,low
6380,test_a,265 days 20:00:00,-9,low
6381,test_a,265 days 21:00:00,-2,low
6382,test_a,265 days 22:00:00,4,low
6383,test_a,265 days 23:00:00,6,low
